Zipcode,City,State,TaxReturnsFiled,EstimatedPopulation,TotalWages,County
80306,BOULDER,CO,1215,1605,38918595,Boulder
80308,BOULDER,CO,872,1201,33534783,Boulder
80401,GOLDEN,CO,18326,30678,1014893832,Jefferson
80402,GOLDEN,CO,835,1236,36389853,Jefferson
80403,GOLDEN,CO,8942,16111,580014344,Jefferson
80420,ALMA,CO,310,494,9324835,Park
80421,BAILEY,CO,3442,6320,157874703,Park
80422,BLACK HAWK,CO,1397,2405,62581987,Gilpin
80424,BRECKENRIDGE,CO,5237,7959,216334880,Summit
80427,CENTRAL CITY,CO,457,686,15623497,Gilpin
80428,CLARK,CO,313,541,10504756,Routt
80433,CONIFER,CO,4194,7660,251199794,Jefferson
80435,DILLON,CO,3954,6398,155375605,Summit
80436,DUMONT,CO,273,478,10142996,Clear Creek
80437,EVERGREEN,CO,1335,2205,63341178,Jefferson
80439,EVERGREEN,CO,10334,19290,782061729,Jefferson
80440,FAIRPLAY,CO,1010,1773,34127142,Park
80442,FRASER,CO,1185,1847,43259851,Grand
80443,FRISCO,CO,2556,3850,92709362,Summit
80444,GEORGETOWN,CO,561,868,20557231,Clear Creek
80446,GRANBY,CO,1826,3166,67565030,Grand
80447,GRAND LAKE,CO,921,1541,25247399,Grand
80449,HARTSEL,CO,317,587,8587574,Park
80451,HOT SULPHUR SPRINGS,CO,298,542,11438229,Grand
80452,IDAHO SPRINGS,CO,1664,2672,61874595,Clear Creek
80454,INDIAN HILLS,CO,745,1263,38735279,Jefferson
80455,JAMESTOWN,CO,304,491,11958974,Boulder
80457,KITTREDGE,CO,429,698,18058003,Jefferson
80459,KREMMLING,CO,1007,1814,38167493,Grand
80461,LEADVILLE,CO,2969,5084,100034908,Lake
80465,MORRISON,CO,7236,13157,443541823,Jefferson
80466,NEDERLAND,CO,1865,3090,83056045,Boulder
80467,OAK CREEK,CO,802,1410,29045293,Routt
80470,PINE,CO,1675,3036,90393324,Jefferson
80474,ROLLINSVILLE,CO,264,419,8032373,Gilpin
80477,STEAMBOAT SPRINGS,CO,4376,6952,196199680,Routt
80478,TABERNASH,CO,394,673,14741404,Grand
80480,WALDEN,CO,578,985,14818961,Jackson
80482,WINTER PARK,CO,1186,1767,42662858,Grand
80483,YAMPA,CO,255,468,8816399,Routt
80487,STEAMBOAT SPRINGS,CO,3209,5369,152339861,Routt
80488,STEAMBOAT SPRINGS,CO,1884,2863,74175847,Routt
80497,SILVERTHORNE,CO,600,979,22898586,Summit
80498,SILVERTHORNE,CO,3034,5312,127424524,Summit
80501,LONGMONT,CO,27773,48987,1090199376,Boulder
80502,LONGMONT,CO,776,1265,27160669,Boulder
80503,LONGMONT,CO,14606,26346,903068119,Boulder
80504,LONGMONT,CO,10573,20307,628462777,Boulder
80512,BELLVUE,CO,1045,1803,41742229,Larimer
80513,BERTHOUD,CO,5057,9316,244197618,Larimer
80514,DACONO,CO,1762,3217,67359626,Weld
80515,DRAKE,CO,348,579,10947330,Larimer
80516,ERIE,CO,8692,17116,605649618,Weld
80517,ESTES PARK,CO,5115,8636,146219457,Larimer
80520,FIRESTONE,CO,907,1626,34196783,Weld
80521,FORT COLLINS,CO,11888,17234,345635215,Larimer
80522,FORT COLLINS,CO,792,1104,21901403,Larimer
80524,FORT COLLINS,CO,14641,24832,555037289,Larimer
80525,FORT COLLINS,CO,23463,39562,1043721964,Larimer
80526,FORT COLLINS,CO,20484,34310,826123604,Larimer
80527,FORT COLLINS,CO,820,1253,27093609,Larimer
80528,FORT COLLINS,CO,7773,15003,510511596,Larimer
80530,FREDERICK,CO,1836,3350,82361734,Weld
80534,JOHNSTOWN,CO,4770,9297,230000596,Weld
80535,LAPORTE,CO,1433,2450,51292360,Larimer
80536,LIVERMORE,CO,799,1466,32476586,Larimer
80537,LOVELAND,CO,18382,32084,676610403,Larimer
80538,LOVELAND,CO,20537,36633,806799317,Larimer
80539,LOVELAND,CO,696,1079,20230390,Larimer
80540,LYONS,CO,2320,4199,119762587,Boulder
80542,MEAD,CO,1648,3170,97005110,Weld
80543,MILLIKEN,CO,2395,4731,99928217,Weld
80544,NIWOT,CO,358,566,15104486,Boulder
80545,RED FEATHER LAKES,CO,372,619,7608156,Larimer
80547,TIMNATH,CO,314,601,20268910,Larimer
80549,WELLINGTON,CO,3648,6912,161787539,Larimer
80550,WINDSOR,CO,9075,17389,472728998,Weld
80601,BRIGHTON,CO,13893,26250,580905622,Adams
80602,BRIGHTON,CO,11379,22592,740862094,Adams
80603,BRIGHTON,CO,4716,9040,225770160,Weld
80610,AULT,CO,1166,2162,42226308,Weld
80611,BRIGGSDALE,CO,283,551,10394159,Weld
80614,EASTLAKE,CO,371,604,13779526,Adams
80615,EATON,CO,3196,6149,131390991,Weld
80620,EVANS,CO,6911,12673,235056933,Weld
80621,FORT LUPTON,CO,5290,9897,192454408,Weld
80623,GILCREST,CO,469,918,15420526,Weld
80624,GILL,CO,431,828,15708525,Weld
80631,GREELEY,CO,15624,27546,423173227,Weld
80632,GREELEY,CO,579,1023,16358957,Weld
80633,GREELEY,CO,406,664,14990869,Weld
80634,GREELEY,CO,23358,42039,942849666,Weld
80640,HENDERSON,CO,4284,8194,207223161,Adams
80642,HUDSON,CO,1619,3136,75555726,Weld
80643,KEENESBURG,CO,1177,2270,52753856,Weld
80644,KERSEY,CO,1257,2401,50680299,Weld
80645,LA SALLE,CO,1676,3083,57229895,Weld
80648,NUNN,CO,410,772,15930989,Weld
80650,PIERCE,CO,642,1190,22465810,Weld
80651,PLATTEVILLE,CO,1856,3452,72464136,Weld
80653,WELDONA,CO,340,626,10585279,Morgan
80654,WIGGINS,CO,1028,1988,35207851,Morgan
80701,FORT MORGAN,CO,6696,12383,209408572,Morgan
80705,LOG LANE VILLAGE,CO,334,614,8627467,Morgan
80720,AKRON,CO,1097,1970,26848854,Washington
80723,BRUSH,CO,2810,5212,86395403,Morgan
80728,FLEMING,CO,389,711,10649677,Logan
80731,HAXTUN,CO,651,1235,16874906,Phillips
80734,HOLYOKE,CO,1251,2331,32399427,Phillips
80736,ILIFF,CO,307,576,8676899,Logan
80737,JULESBURG,CO,740,1312,18133324,Sedgwick
80741,MERINO,CO,396,759,11923247,Logan
80743,OTIS,CO,474,874,12580454,Washington
80751,STERLING,CO,6717,11745,217499473,Logan
80758,WRAY,CO,1669,3019,51339092,Yuma
80759,YUMA,CO,1906,3498,49821290,Yuma
80807,BURLINGTON,CO,1970,3497,53520435,Kit Carson
80808,CALHAN,CO,2426,4677,84045392,El Paso
80809,CASCADE,CO,777,1365,29987404,El Paso
80810,CHEYENNE WELLS,CO,541,944,17166737,Cheyenne
80813,CRIPPLE CREEK,CO,1048,1710,30271701,Teller
80814,DIVIDE,CO,1832,3423,76203537,Teller
80815,FLAGLER,CO,434,747,9278415,Kit Carson
80816,FLORISSANT,CO,2180,3921,73352912,Teller
80817,FOUNTAIN,CO,9351,18577,335269748,El Paso
80819,GREEN MOUNTAIN FALLS,CO,435,702,13172492,El Paso
80820,GUFFEY,CO,321,557,7948981,Park
80821,HUGO,CO,469,823,12751555,Lincoln
80827,LAKE GEORGE,CO,339,601,8552412,Park
80828,LIMON,CO,1115,1980,33197553,Lincoln
80829,MANITOU SPRINGS,CO,2756,4429,98632541,El Paso
80831,PEYTON,CO,8924,18313,457106394,El Paso
80832,RAMAH,CO,285,508,7388747,El Paso
80833,RUSH,CO,275,521,6971785,El Paso
80835,SIMLA,CO,378,703,11805169,Elbert
80836,STRATTON,CO,519,925,12978098,Kit Carson
80840,U S A F ACADEMY,CO,791,1691,31600676,El Paso
80841,U S A F ACADEMY,CO,2020,2020,19115392,El Paso
80863,WOODLAND PARK,CO,4676,8758,206259496,Teller
80864,YODER,CO,562,1039,17799332,El Paso
80866,WOODLAND PARK,CO,1104,1899,36226103,Teller
80901,COLORADO SPRINGS,CO,661,895,16749867,El Paso
80902,COLORADO SPRINGS,CO,3117,7625,85204973,El Paso
80903,COLORADO SPRINGS,CO,6056,8966,184512862,El Paso
80904,COLORADO SPRINGS,CO,9987,15460,300137463,El Paso
80905,COLORADO SPRINGS,CO,6144,9936,176274267,El Paso
80906,COLORADO SPRINGS,CO,17953,31430,810222656,El Paso
80907,COLORADO SPRINGS,CO,12788,20420,407595608,El Paso
80908,COLORADO SPRINGS,CO,6099,11859,364386097,El Paso
80909,COLORADO SPRINGS,CO,15511,25524,405364249,El Paso
80910,COLORADO SPRINGS,CO,10711,18303,255492539,El Paso
80911,COLORADO SPRINGS,CO,13584,25331,458792855,El Paso
80913,COLORADO SPRINGS,CO,1356,1537,22510231,El Paso
80914,COLORADO SPRINGS,CO,437,584,11985058,El Paso
80915,COLORADO SPRINGS,CO,9088,15972,282462337,El Paso
80916,COLORADO SPRINGS,CO,13761,25232,394528728,El Paso
80917,COLORADO SPRINGS,CO,13514,22923,451955386,El Paso
80918,COLORADO SPRINGS,CO,21144,36906,818772049,El Paso
80919,COLORADO SPRINGS,CO,13633,24872,746647766,El Paso
80920,COLORADO SPRINGS,CO,16565,32159,877616927,El Paso
80921,COLORADO SPRINGS,CO,7386,14723,465352966,El Paso
80922,COLORADO SPRINGS,CO,11175,21906,525343990,El Paso
80923,COLORADO SPRINGS,CO,10510,20486,532949071,El Paso
80924,COLORADO SPRINGS,CO,1443,3164,105967927,El Paso
80925,COLORADO SPRINGS,CO,2205,4623,102656520,El Paso
80926,COLORADO SPRINGS,CO,609,1099,25192425,El Paso
80928,COLORADO SPRINGS,CO,409,777,14270463,El Paso
80930,COLORADO SPRINGS,CO,379,697,12419434,El Paso
80931,COLORADO SPRINGS,CO,271,432,7844311,El Paso
80932,COLORADO SPRINGS,CO,281,444,7489929,El Paso
80933,COLORADO SPRINGS,CO,324,471,8916857,El Paso
80934,COLORADO SPRINGS,CO,302,445,6807571,El Paso
80935,COLORADO SPRINGS,CO,800,1434,23216043,El Paso
80936,COLORADO SPRINGS,CO,462,721,14271064,El Paso
80937,COLORADO SPRINGS,CO,257,380,8440223,El Paso
80949,COLORADO SPRINGS,CO,291,468,12883540,El Paso
80951,COLORADO SPRINGS,CO,1583,3286,75319896,El Paso
80960,COLORADO SPRINGS,CO,279,437,7007487,El Paso
80962,COLORADO SPRINGS,CO,483,827,21714643,El Paso
80970,COLORADO SPRINGS,CO,360,594,12959738,El Paso
81001,PUEBLO,CO,11637,20170,311541924,Pueblo
81003,PUEBLO,CO,5249,8575,121939497,Pueblo
81004,PUEBLO,CO,10015,16750,241653909,Pueblo
81005,PUEBLO,CO,13878,24381,443382936,Pueblo
81006,PUEBLO,CO,5219,9410,168254244,Pueblo
81007,PUEBLO,CO,12493,23997,513393092,Pueblo
81008,PUEBLO,CO,5074,8861,172125946,Pueblo
81019,COLORADO CITY,CO,959,1790,31238647,Pueblo
81020,AGUILAR,CO,400,706,9755828,Las Animas
81022,AVONDALE,CO,641,1190,18012826,Pueblo
81023,BEULAH,CO,578,1043,21592709,Pueblo
81025,BOONE,CO,404,708,9587699,Pueblo
81036,EADS,CO,425,773,10026271,Kiowa
81039,FOWLER,CO,763,1402,20639552,Otero
81041,GRANADA,CO,282,553,6707537,Prowers
81047,HOLLY,CO,690,1278,15304271,Prowers
81050,LA JUNTA,CO,4121,7263,109387762,Otero
81052,LAMAR,CO,3852,6991,103342398,Prowers
81054,LAS ANIMAS,CO,1386,2487,29063952,Bent
81055,LA VETA,CO,683,1188,13860741,Huerfano
81058,MANZANOLA,CO,384,717,8310249,Otero
81062,OLNEY SPRINGS,CO,312,570,7425380,Crowley
81063,ORDWAY,CO,640,1153,15577310,Crowley
81067,ROCKY FORD,CO,2201,4033,52837830,Otero
81069,RYE,CO,812,1523,27077255,Pueblo
81073,SPRINGFIELD,CO,841,1464,17216956,Baca
81077,SWINK,CO,315,590,10173405,Otero
81082,TRINIDAD,CO,5306,9220,164806918,Las Animas
81089,WALSENBURG,CO,1910,3259,41781600,Huerfano
81090,WALSH,CO,434,785,8135764,Baca
81091,WESTON,CO,355,631,10519692,Las Animas
81092,WILEY,CO,376,718,10125095,Prowers
81101,ALAMOSA,CO,5794,10239,165882756,Alamosa
81120,ANTONITO,CO,826,1484,19097895,Conejos
81122,BAYFIELD,CO,3737,6813,146339314,La Plata
81123,BLANCA,CO,283,518,5565742,Costilla
81125,CENTER,CO,1339,2508,29143187,Saguache
81130,CREEDE,CO,391,665,7756364,Mineral
81131,CRESTONE,CO,568,866,8763912,Saguache
81132,DEL NORTE,CO,1349,2381,33462765,Rio Grande
81133,FORT GARLAND,CO,365,672,8000485,Costilla
81137,IGNACIO,CO,2532,4293,73519967,San Juan
81140,LA JARA,CO,888,1673,22274136,Conejos
81141,MANASSA,CO,503,927,10314560,Conejos
81144,MONTE VISTA,CO,3248,5917,89008779,Rio Grande
81146,MOSCA,CO,251,461,7913902,Alamosa
81147,PAGOSA SPRINGS,CO,5015,8863,124228046,Archuleta
81149,SAGUACHE,CO,370,629,8119476,Saguache
81151,SANFORD,CO,511,1000,12037786,Conejos
81152,SAN LUIS,CO,462,812,9423306,Costilla
81154,SOUTH FORK,CO,586,1006,12824499,Rio Grande
81201,SALIDA,CO,4156,6998,107517584,Chaffee
81211,BUENA VISTA,CO,3150,5559,83629132,Chaffee
81212,CANON CITY,CO,10588,18781,296002093,Fremont
81215,CANON CITY,CO,634,992,14166890,Fremont
81223,COTOPAXI,CO,693,1220,16273938,Fremont
81224,CRESTED BUTTE,CO,2276,3512,70861082,Gunnison
81226,FLORENCE,CO,2396,4384,69073349,Fremont
81230,GUNNISON,CO,4222,6932,124418352,Gunnison
81233,HOWARD,CO,393,669,9401023,Fremont
81235,LAKE CITY,CO,373,668,8169089,Hinsdale
81236,NATHROP,CO,476,822,11157005,Chaffee
81240,PENROSE,CO,2016,3678,66656168,Fremont
81242,PONCHA SPRINGS,CO,369,656,9616262,Chaffee
81252,WESTCLIFFE,CO,1654,2984,39040803,Custer
81301,DURANGO,CO,12291,19639,442188456,La Plata
81302,DURANGO,CO,1829,2759,60596226,La Plata
81303,DURANGO,CO,3273,5722,129696630,La Plata
81321,CORTEZ,CO,6409,11209,189333829,Montezuma
81323,DOLORES,CO,2081,3741,64976239,Montezuma
81324,DOVE CREEK,CO,626,1155,18719046,Dolores
81326,HESPERUS,CO,949,1702,45027622,La Plata
81327,LEWIS,CO,289,547,8440498,Montezuma
81328,MANCOS,CO,1742,2998,51098922,Montezuma
81334,TOWAOC,CO,403,653,8968737,Montezuma
81401,MONTROSE,CO,11102,19993,329361407,Montrose
81402,MONTROSE,CO,878,1481,25598588,Montrose
81403,MONTROSE,CO,2884,5544,91570509,Montrose
81410,AUSTIN,CO,681,1247,19461749,Delta
81413,CEDAREDGE,CO,2378,4252,56343430,Delta
81415,CRAWFORD,CO,685,1256,18824609,Delta
81416,DELTA,CO,5653,10421,166865247,Delta
81418,ECKERT,CO,715,1286,17442848,Delta
81419,HOTCHKISS,CO,1645,3028,49313392,Delta
81422,NATURITA,CO,254,446,7497402,Montrose
81423,NORWOOD,CO,708,1264,21646445,San Miguel
81424,NUCLA,CO,549,991,17584647,Montrose
81425,OLATHE,CO,2048,3946,55019280,Montrose
81427,OURAY,CO,641,1065,16357220,Ouray
81428,PAONIA,CO,1697,3018,50400612,Delta
81432,RIDGWAY,CO,1332,2359,44798493,Ouray
81433,SILVERTON,CO,320,474,6813651,San Juan
81435,TELLURIDE,CO,2843,4319,97361056,San Miguel
81501,GRAND JUNCTION,CO,9564,14845,274598918,Mesa
81502,GRAND JUNCTION,CO,1436,2199,50745963,Mesa
81503,GRAND JUNCTION,CO,8384,14959,320203673,Mesa
81504,GRAND JUNCTION,CO,12901,23098,483819068,Mesa
81505,GRAND JUNCTION,CO,4522,7827,194144966,Mesa
81506,GRAND JUNCTION,CO,5539,9525,229699149,Mesa
81507,GRAND JUNCTION,CO,5629,10299,274180252,Mesa
81520,CLIFTON,CO,6136,10846,190627095,Mesa
81521,FRUITA,CO,6740,12464,276339638,Mesa
81523,GLADE PARK,CO,288,531,11652579,Mesa
81524,LOMA,CO,929,1805,42315308,Mesa
81525,MACK,CO,397,694,13988167,Mesa
81526,PALISADE,CO,2433,4291,89983896,Mesa
81527,WHITEWATER,CO,905,1724,42560848,Mesa
81601,GLENWOOD SPRINGS,CO,5964,10418,261349565,Garfield
81602,GLENWOOD SPRINGS,CO,1338,2163,55550212,Garfield
81611,ASPEN,CO,3563,5266,183880311,Pitkin
81612,ASPEN,CO,3218,4442,117588643,Pitkin
81615,SNOWMASS VILLAGE,CO,1346,1949,59362243,Pitkin
81620,AVON,CO,6208,9887,262714379,Eagle
81621,BASALT,CO,3145,5321,139466500,Eagle
81623,CARBONDALE,CO,6519,11557,274291630,Garfield
81624,COLLBRAN,CO,549,1009,18442601,Mesa
81625,CRAIG,CO,4942,9057,206700251,Moffat
81626,CRAIG,CO,847,1467,36039467,Moffat
81630,DE BEQUE,CO,451,831,20124732,Mesa
81631,EAGLE,CO,3661,6906,188092948,Eagle
81632,EDWARDS,CO,3575,6273,213298641,Eagle
81635,PARACHUTE,CO,2565,4862,115548315,Garfield
81637,GYPSUM,CO,2372,4489,116325490,Eagle
81639,HAYDEN,CO,1083,1897,44858264,Routt
81641,MEEKER,CO,1747,3184,69352470,Rio Blanco
81643,MESA,CO,383,689,14428107,Mesa
81645,MINTURN,CO,648,1012,24169416,Eagle
81647,NEW CASTLE,CO,2891,5351,134842820,Garfield
81648,RANGELY,CO,1187,2189,61790137,Rio Blanco
81650,RIFLE,CO,5375,10027,227364130,Garfield
81652,SILT,CO,2220,4113,96040023,Garfield
81654,SNOWMASS,CO,601,978,26248091,Pitkin
81656,WOODY CREEK,CO,269,412,10290837,Pitkin
81657,VAIL,CO,2288,3068,98307688,Eagle
81658,VAIL,CO,2740,3928,121458210,Eagle
82001,CHEYENNE,WY,16079,26842,543702723,Laramie
82003,CHEYENNE,WY,1966,3132,78191487,Laramie
82005,FE WARREN AFB,WY,402,442,6746541,Laramie
82007,CHEYENNE,WY,8382,14152,253535420,Laramie
82009,CHEYENNE,WY,15237,27411,712886021,Laramie
82053,BURNS,WY,608,1157,22042116,Laramie
82054,CARPENTER,WY,351,668,12280782,Laramie
82070,LARAMIE,WY,7666,12507,279172908,Albany
82072,LARAMIE,WY,6179,9514,212554272,Albany
82073,LARAMIE,WY,1079,1691,38566429,Albany
82082,PINE BLUFFS,WY,787,1433,25943644,Laramie
82190,YELLOWSTONE NATIONAL PARK,WY,358,515,14677047,Park
82201,WHEATLAND,WY,3085,5433,98460654,Platte
82213,GLENDO,WY,279,488,8064331,Platte
82214,GUERNSEY,WY,623,1100,21039624,Platte
82223,LINGLE,WY,462,857,13324885,Goshen
82225,LUSK,WY,972,1674,28089192,Niobrara
82240,TORRINGTON,WY,4290,7515,131245412,Goshen
82301,RAWLINS,WY,4369,7606,178580714,Carbon
82321,BAGGS,WY,346,632,14630952,Carbon
82325,ENCAMPMENT,WY,459,787,12905327,Carbon
82327,HANNA,WY,383,724,12930697,Carbon
82331,SARATOGA,WY,1228,2096,44165161,Carbon
82401,WORLAND,WY,3702,6629,131083371,Washakie
82410,BASIN,WY,806,1386,23093105,Big Horn
82414,CODY,WY,7956,13606,262586230,Park
82420,COWLEY,WY,322,621,11568500,Big Horn
82426,GREYBULL,WY,1215,2176,40864828,Big Horn
82431,LOVELL,WY,1463,2714,46816410,Big Horn
82433,MEETEETSE,WY,396,706,10399784,Park
82435,POWELL,WY,5130,9162,174434566,Park
82442,TEN SLEEP,WY,386,668,10422497,Washakie
82443,THERMOPOLIS,WY,2344,3975,72498881,Hot Springs
82501,RIVERTON,WY,8484,14724,316482094,Fremont
82513,DUBOIS,WY,1046,1693,26521718,Fremont
82514,FORT WASHAKIE,WY,1250,2266,31026267,Fremont
82515,HUDSON,WY,258,446,8756685,Fremont
82516,KINNEAR,WY,325,586,10096834,Fremont
82520,LANDER,WY,5645,9746,197799690,Fremont
82523,PAVILLION,WY,369,673,12690362,Fremont
82601,CASPER,WY,11815,19758,466048562,Natrona
82602,CASPER,WY,1068,1655,42877658,Natrona
82604,CASPER,WY,11397,19989,509772940,Natrona
82605,CASPER,WY,860,1374,33150376,Natrona
82609,CASPER,WY,7432,12694,342860056,Natrona
82633,DOUGLAS,WY,4669,8296,201558424,Converse
82636,EVANSVILLE,WY,2004,3484,77501963,Natrona
82637,GLENROCK,WY,1864,3384,74237614,Converse
82639,KAYCEE,WY,393,695,11172615,Johnson
82644,MILLS,WY,1871,3034,63342480,Natrona
82649,SHOSHONI,WY,479,849,16772025,Fremont
82701,NEWCASTLE,WY,2495,4410,96744354,Weston
82716,GILLETTE,WY,7714,13217,365571370,Campbell
82717,GILLETTE,WY,2956,4986,151061831,Campbell
82718,GILLETTE,WY,9195,16911,555527199,Campbell
82720,HULETT,WY,453,802,12582553,Crook
82721,MOORCROFT,WY,1403,2553,61397015,Crook
82727,ROZET,WY,646,1227,37888233,Campbell
82729,SUNDANCE,WY,1146,2031,38815830,Crook
82730,UPTON,WY,717,1321,33262062,Weston
82732,WRIGHT,WY,985,1851,61081724,Campbell
82801,SHERIDAN,WY,12125,20321,453386004,Sheridan
82832,BANNER,WY,261,459,8557961,Sheridan
82833,BIG HORN,WY,440,767,17234318,Sheridan
82834,BUFFALO,WY,3699,6456,127641473,Johnson
82836,DAYTON,WY,545,966,19429741,Sheridan
82839,RANCHESTER,WY,589,1078,20312136,Sheridan
82842,STORY,WY,402,683,13935158,Sheridan
82901,ROCK SPRINGS,WY,12020,21310,615652293,Sweetwater
82902,ROCK SPRINGS,WY,1329,2200,65345374,Sweetwater
82923,BOULDER,WY,294,519,12601445,Sublette
82930,EVANSTON,WY,5890,10825,255362249,Uinta
82931,EVANSTON,WY,897,1498,41419387,Uinta
82932,FARSON,WY,350,663,16096073,Sweetwater
82933,FORT BRIDGER,WY,376,706,16480206,Uinta
82935,GREEN RIVER,WY,6205,11450,348810603,Sweetwater
82937,LYMAN,WY,1375,2698,64414130,Uinta
82939,MOUNTAIN VIEW,WY,983,1897,48730196,Uinta
82941,PINEDALE,WY,2387,4227,124552494,Sublette
83001,JACKSON,WY,4776,7421,249225476,Teton
83002,JACKSON,WY,5462,8862,290528195,Teton
83014,WILSON,WY,1496,2334,96854336,Teton
83025,TETON VILLAGE,WY,456,661,33298186,Teton
83101,KEMMERER,WY,1478,2676,72297790,Lincoln
83110,AFTON,WY,1822,3543,65872797,Lincoln
83112,BEDFORD,WY,264,492,7276328,Lincoln
83113,BIG PINEY,WY,1257,2256,65736264,Sublette
83114,COKEVILLE,WY,319,624,10084979,Lincoln
83115,DANIEL,WY,304,546,11752038,Sublette
83116,DIAMONDVILLE,WY,343,573,13843638,Lincoln
83118,ETNA,WY,331,612,10897992,Lincoln
83120,FREEDOM,WY,261,482,7661494,Lincoln
83123,LA BARGE,WY,352,646,17860014,Lincoln
83127,THAYNE,WY,1197,2225,33794787,Lincoln
83128,ALPINE,WY,764,1355,29296840,Lincoln
83201,POCATELLO,ID,15102,27114,498597570,Bannock
83202,POCATELLO,ID,7932,15116,265944673,Bannock
83203,FORT HALL,ID,634,1090,13447092,Bannock
83204,POCATELLO,ID,7351,12953,235443307,Bannock
83205,POCATELLO,ID,376,624,14615167,Bannock
83206,POCATELLO,ID,294,498,7943528,Bannock
83209,POCATELLO,ID,296,484,4971841,Bannock
83210,ABERDEEN,ID,1261,2511,31637211,Bingham
83211,AMERICAN FALLS,ID,2582,4993,71720925,Power
83213,ARCO,ID,636,1187,19896859,Butte
83217,BANCROFT,ID,327,641,9211460,Caribou
83221,BLACKFOOT,ID,10275,19761,331599395,Bingham
83226,CHALLIS,ID,1139,2080,39595810,Custer
83234,DOWNEY,ID,448,864,11915132,Bannock
83236,FIRTH,ID,917,1783,31015075,Bingham
83237,FRANKLIN,ID,436,902,13415695,Franklin
83241,GRACE,ID,795,1600,24310869,Caribou
83245,INKOM,ID,945,1845,34735689,Bannock
83246,LAVA HOT SPRINGS,ID,484,863,12786444,Bannock
83250,MCCAMMON,ID,671,1292,20252768,Bannock
83251,MACKAY,ID,495,882,13806259,Custer
83252,MALAD CITY,ID,1677,3274,48724990,Oneida
83254,MONTPELIER,ID,1542,2861,43311662,Bear Lake
83255,MOORE,ID,436,848,13789221,Butte
83256,MORELAND,ID,263,525,7324096,Bingham
83262,PINGREE,ID,540,1086,15943681,Bingham
83263,PRESTON,ID,3495,7033,107750998,Franklin
83274,SHELLEY,ID,3732,7410,128369670,Bingham
83276,SODA SPRINGS,ID,1804,3418,71228509,Caribou
83286,WESTON,ID,432,921,14533324,Franklin
83301,TWIN FALLS,ID,20993,37918,621048725,Twin Falls
83303,TWIN FALLS,ID,1204,2036,34236109,Twin Falls
83313,BELLEVUE,ID,1364,2491,49000528,Blaine
83314,BLISS,ID,358,688,8635065,Gooding
83316,BUHL,ID,4097,7618,105700784,Twin Falls
83318,BURLEY,ID,6561,12718,179256915,Cassia
83320,CAREY,ID,391,741,12771922,Blaine
83321,CASTLEFORD,ID,263,487,5007582,Twin Falls
83323,DECLO,ID,683,1394,20220582,Cassia
83324,DIETRICH,ID,262,528,6326586,Lincoln
83325,EDEN,ID,395,729,9590845,Jerome
83327,FAIRFIELD,ID,410,750,12943736,Camas
83328,FILER,ID,2248,4254,67357738,Twin Falls
83330,GOODING,ID,2620,4929,73568546,Gooding
83332,HAGERMAN,ID,1018,1848,24093449,Gooding
83333,HAILEY,ID,4562,8542,196560043,Blaine
83334,HANSEN,ID,781,1501,20265526,Twin Falls
83335,HAZELTON,ID,806,1639,21678466,Jerome
83336,HEYBURN,ID,2082,3950,57557869,Minidoka
83338,JEROME,ID,7708,15083,221724033,Jerome
83340,KETCHUM,ID,3798,6204,150904054,Blaine
83341,KIMBERLY,ID,2658,5210,92616947,Twin Falls
83342,MALTA,ID,419,876,10382421,Cassia
83344,MURTAUGH,ID,422,870,11305027,Twin Falls
83346,OAKLEY,ID,658,1411,16338743,Cassia
83347,PAUL,ID,1356,2688,38466004,Minidoka
83349,RICHFIELD,ID,402,799,13400971,Lincoln
83350,RUPERT,ID,4962,9622,134737047,Minidoka
83352,SHOSHONE,ID,1247,2411,38485858,Lincoln
83353,SUN VALLEY,ID,1420,2080,39575539,Blaine
83355,WENDELL,ID,2178,4319,58754474,Gooding
83401,IDAHO FALLS,ID,14369,27628,484822617,Bonneville
83402,IDAHO FALLS,ID,10595,19686,358780755,Bonneville
83403,IDAHO FALLS,ID,514,876,15405310,Bonneville
83404,IDAHO FALLS,ID,9563,17939,420818005,Bonneville
83405,IDAHO FALLS,ID,496,872,17285831,Bonneville
83406,IDAHO FALLS,ID,5908,11575,231919220,Bonneville
83420,ASHTON,ID,1038,2011,26155823,Fremont
83422,DRIGGS,ID,1768,3227,57459725,Teton
83423,DUBOIS,ID,316,627,9046095,Clark
83427,IONA,ID,660,1313,22713767,Bonneville
83429,ISLAND PARK,ID,387,659,6361077,Fremont
83431,LEWISVILLE,ID,401,805,12349215,Jefferson
83434,MENAN,ID,677,1335,21427055,Jefferson
83440,REXBURG,ID,9771,19264,274790138,Madison
83442,RIGBY,ID,6824,14070,245101789,Jefferson
83443,RIRIE,ID,570,1111,15795600,Jefferson
83444,ROBERTS,ID,500,992,13955008,Jefferson
83445,SAINT ANTHONY,ID,2676,5226,72847721,Fremont
83448,SUGAR CITY,ID,928,1900,29630435,Madison
83450,TERRETON,ID,426,874,10918934,Jefferson
83451,TETON,ID,338,642,9014101,Fremont
83452,TETONIA,ID,542,1021,17056372,Teton
83455,VICTOR,ID,1670,3100,63816231,Teton
83467,SALMON,ID,2822,4938,63811511,Lemhi
83501,LEWISTON,ID,15781,27415,497851275,Nez Perce
83522,COTTONWOOD,ID,835,1502,22103548,Idaho
83523,CRAIGMONT,ID,346,625,8556977,Lewis
